edge_id,event_id,source_node_id,target_node_id,relation_type,confidence,timestamp,provenance
E000494,EVT0011,EVT0011-EV-F3F4-329813634,EVT0011-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000495,EVT0011,EVT0011-EV-F3F4-329813634,EVT0011-V-329813634,DERIVED-FROM,,,F4_VESSEL_TRACK
E000496,EVT0011,EVT0011-HBEST,EVT0011-V-329813634,CONTRADICTS,0.9548,2026-01-08T09:41:56Z,EVT0011-EV-F3F4-329813634
E000497,EVT0011,EVT0011-EV-F3F4-554315731,EVT0011-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000498,EVT0011,EVT0011-EV-F3F4-554315731,EVT0011-V-554315731,DERIVED-FROM,,,F4_VESSEL_TRACK
E000499,EVT0011,EVT0011-HBEST,EVT0011-V-554315731,CONTRADICTS,0.9548,2026-01-07T07:25:45Z,EVT0011-EV-F3F4-554315731
E000500,EVT0011,EVT0011-EV-F3F4-725796285,EVT0011-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000501,EVT0011,EVT0011-EV-F3F4-725796285,EVT0011-V-725796285,DERIVED-FROM,,,F4_VESSEL_TRACK
E000502,EVT0011,EVT0011-HBEST,EVT0011-V-725796285,CONTRADICTS,0.9548,2026-01-08T02:16:28Z,EVT0011-EV-F3F4-725796285
E000503,EVT0011,EVT0011-EV-F3F4-692133145,EVT0011-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000504,EVT0011,EVT0011-EV-F3F4-692133145,EVT0011-V-692133145,DERIVED-FROM,,,F4_VESSEL_TRACK
E000505,EVT0011,EVT0011-HBEST,EVT0011-V-692133145,CONTRADICTS,0.9548,2026-01-08T05:38:17Z,EVT0011-EV-F3F4-692133145
E000506,EVT0012,EVT0012-EV-F1F2,EVT0012-OBS000,DERIVED-FROM,,,F1_DETECTION
E000507,EVT0012,EVT0012-EV-F1F2,EVT0012-OBS001,DERIVED-FROM,,,F2_STATE
E000508,EVT0012,EVT0012-OBS000,EVT0012-OBS001,SUPPORTS,0.9424,2026-01-14T02:09:38Z,EVT0012-EV-F1F2
E000509,EVT0012,EVT0012-EV-F2F3,EVT0012-OBS001,DERIVED-FROM,,,F2_DRIFT
E000510,EVT0012,EVT0012-EV-F2F3,EVT0012-HBEST,DERIVED-FROM,,,F3_FORCING
E000511,EVT0012,EVT0012-OBS001,EVT0012-HBEST,SUPPORTS,0.9424,2026-01-14T02:09:38Z,EVT0012-EV-F2F3
E000512,EVT0012,EVT0012-EV-F3F4-624609674,EVT0012-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000513,EVT0012,EVT0012-EV-F3F4-624609674,EVT0012-V-624609674,DERIVED-FROM,,,F4_VESSEL_TRACK
E000514,EVT0012,EVT0012-EV-F3F4-592609471,EVT0012-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000515,EVT0012,EVT0012-EV-F3F4-592609471,EVT0012-V-592609471,DERIVED-FROM,,,F4_VESSEL_TRACK
E000516,EVT0012,EVT0012-HBEST,EVT0012-V-592609471,CONTRADICTS,0.9424,2026-01-11T22:47:26Z,EVT0012-EV-F3F4-592609471
E000517,EVT0012,EVT0012-EV-F3F4-480469227,EVT0012-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000518,EVT0012,EVT0012-EV-F3F4-480469227,EVT0012-V-480469227,DERIVED-FROM,,,F4_VESSEL_TRACK
E000519,EVT0012,EVT0012-HBEST,EVT0012-V-480469227,CONTRADICTS,0.9424,2026-01-13T10:41:11Z,EVT0012-EV-F3F4-480469227
E000520,EVT0012,EVT0012-EV-F3F4-425068991,EVT0012-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000521,EVT0012,EVT0012-EV-F3F4-425068991,EVT0012-V-425068991,DERIVED-FROM,,,F4_VESSEL_TRACK
E000522,EVT0012,EVT0012-HBEST,EVT0012-V-425068991,CONTRADICTS,0.9424,2026-01-11T22:45:16Z,EVT0012-EV-F3F4-425068991
E000523,EVT0012,EVT0012-EV-F3F4-427951534,EVT0012-HBEST,DERIVED-FROM,,,F3_SOURCE_HYPOTHESIS
E000524,EVT0012,EVT0012-EV-F3F4-427951534,EVT0012-V-427951534,DERIVED-FROM,,,F4_VESSEL_TRACK
E000525,EVT0012,EVT0012-HBEST,EVT0012-V-427951534,CONTRADICTS,0.9424,2026-01-13T10:40:31Z,EVT0012-EV-F3F4-427951534
E000526,EVT0002,EVT0002-FC02-H12,EVT0002-OBS003,DERIVED-FROM,,,F8 forward run
E000527,EVT0002,EVT0002-FC02-H12,EVT0002-ENV,DERIVED-FROM,,,forecast forcing
E000528,EVT0002,EVT0002-FC02-H24,EVT0002-OBS003,DERIVED-FROM,,,F8 forward run
E000529,EVT0002,EVT0002-FC02-H24,EVT0002-ENV,DERIVED-FROM,,,forecast forcing
E000530,EVT0002,EVT0002-FC02-H48,EVT0002-OBS003,DERIVED-FROM,,,F8 forward run
E000531,EVT0002,EVT0002-FC02-H48,EVT0002-ENV,DERIVED-FROM,,,forecast forcing
E000532,EVT0002,EVT0002-FC02-H72,EVT0002-OBS003,DERIVED-FROM,,,F8 forward run
E000533,EVT0002,EVT0002-FC02-H72,EVT0002-ENV,DERIVED-FROM,,,forecast forcing
E000534,EVT0003,EVT0003-FC02-H12,EVT0003-OBS002,DERIVED-FROM,,,F8 forward run
E000535,EVT0003,EVT0003-FC02-H12,EVT0003-ENV,DERIVED-FROM,,,forecast forcing
E000536,EVT0003,EVT0003-FC02-H24,EVT0003-OBS002,DERIVED-FROM,,,F8 forward run
E000537,EVT0003,EVT0003-FC02-H24,EVT0003-ENV,DERIVED-FROM,,,forecast forcing
E000538,EVT0003,EVT0003-FC02-H48,EVT0003-OBS002,DERIVED-FROM,,,F8 forward run
E000539,EVT0003,EVT0003-FC02-H48,EVT0003-ENV,DERIVED-FROM,,,forecast forcing
E000540,EVT0003,EVT0003-FC02-H72,EVT0003-OBS002,DERIVED-FROM,,,F8 forward run
E000541,EVT0003,EVT0003-FC02-H72,EVT0003-ENV,DERIVED-FROM,,,forecast forcing
E000542,EVT0004,EVT0004-FC02-H12,EVT0004-OBS002,DERIVED-FROM,,,F8 forward run
E000543,EVT0004,EVT0004-FC02-H12,EVT0004-ENV,DERIVED-FROM,,,forecast forcing
E000544,EVT0004,EVT0004-FC02-H24,EVT0004-OBS002,DERIVED-FROM,,,F8 forward run
E000545,EVT0004,EVT0004-FC02-H24,EVT0004-ENV,DERIVED-FROM,,,forecast forcing
E000546,EVT0004,EVT0004-FC02-H48,EVT0004-OBS002,DERIVED-FROM,,,F8 forward run
E000547,EVT0004,EVT0004-FC02-H48,EVT0004-ENV,DERIVED-FROM,,,forecast forcing
E000548,EVT0004,EVT0004-FC02-H72,EVT0004-OBS002,DERIVED-FROM,,,F8 forward run
E000549,EVT0004,EVT0004-FC02-H72,EVT0004-ENV,DERIVED-FROM,,,forecast forcing
E000550,EVT0005,EVT0005-FC02-H12,EVT0005-OBS002,DERIVED-FROM,,,F8 forward run
E000551,EVT0005,EVT0005-FC02-H12,EVT0005-ENV,DERIVED-FROM,,,forecast forcing
E000552,EVT0005,EVT0005-FC02-H24,EVT0005-OBS002,DERIVED-FROM,,,F8 forward run
E000553,EVT0005,EVT0005-FC02-H24,EVT0005-ENV,DERIVED-FROM,,,forecast forcing
E000554,EVT0005,EVT0005-FC02-H48,EVT0005-OBS002,DERIVED-FROM,,,F8 forward run
E000555,EVT0005,EVT0005-FC02-H48,EVT0005-ENV,DERIVED-FROM,,,forecast forcing
E000556,EVT0005,EVT0005-FC02-H72,EVT0005-OBS002,DERIVED-FROM,,,F8 forward run
E000557,EVT0005,EVT0005-FC02-H72,EVT0005-ENV,DERIVED-FROM,,,forecast forcing
E000558,EVT0006,EVT0006-FC02-H12,EVT0006-OBS002,DERIVED-FROM,,,F8 forward run
E000559,EVT0006,EVT0006-FC02-H12,EVT0006-ENV,DERIVED-FROM,,,forecast forcing
E000560,EVT0006,EVT0006-FC02-H24,EVT0006-OBS002,DERIVED-FROM,,,F8 forward run
E000561,EVT0006,EVT0006-FC02-H24,EVT0006-ENV,DERIVED-FROM,,,forecast forcing
E000562,EVT0006,EVT0006-FC02-H48,EVT0006-OBS002,DERIVED-FROM,,,F8 forward run
E000563,EVT0006,EVT0006-FC02-H48,EVT0006-ENV,DERIVED-FROM,,,forecast forcing
E000564,EVT0006,EVT0006-FC02-H72,EVT0006-OBS002,DERIVED-FROM,,,F8 forward run
E000565,EVT0006,EVT0006-FC02-H72,EVT0006-ENV,DERIVED-FROM,,,forecast forcing
E000566,EVT0007,EVT0007-FC02-H12,EVT0007-OBS002,DERIVED-FROM,,,F8 forward run
E000567,EVT0007,EVT0007-FC02-H12,EVT0007-ENV,DERIVED-FROM,,,forecast forcing
E000568,EVT0007,EVT0007-FC02-H24,EVT0007-OBS002,DERIVED-FROM,,,F8 forward run
E000569,EVT0007,EVT0007-FC02-H24,EVT0007-ENV,DERIVED-FROM,,,forecast forcing
E000570,EVT0007,EVT0007-FC02-H48,EVT0007-OBS002,DERIVED-FROM,,,F8 forward run
E000571,EVT0007,EVT0007-FC02-H48,EVT0007-ENV,DERIVED-FROM,,,forecast forcing
E000572,EVT0007,EVT0007-FC02-H72,EVT0007-OBS002,DERIVED-FROM,,,F8 forward run
E000573,EVT0007,EVT0007-FC02-H72,EVT0007-ENV,DERIVED-FROM,,,forecast forcing
E000574,EVT0008,EVT0008-FC02-H12,EVT0008-OBS002,DERIVED-FROM,,,F8 forward run
E000575,EVT0008,EVT0008-FC02-H12,EVT0008-ENV,DERIVED-FROM,,,forecast forcing
E000576,EVT0008,EVT0008-FC02-H24,EVT0008-OBS002,DERIVED-FROM,,,F8 forward run
E000577,EVT0008,EVT0008-FC02-H24,EVT0008-ENV,DERIVED-FROM,,,forecast forcing
E000578,EVT0008,EVT0008-FC02-H48,EVT0008-OBS002,DERIVED-FROM,,,F8 forward run
E000579,EVT0008,EVT0008-FC02-H48,EVT0008-ENV,DERIVED-FROM,,,forecast forcing
E000580,EVT0008,EVT0008-FC02-H72,EVT0008-OBS002,DERIVED-FROM,,,F8 forward run
E000581,EVT0008,EVT0008-FC02-H72,EVT0008-ENV,DERIVED-FROM,,,forecast forcing
E000582,EVT0009,EVT0009-FC02-H12,EVT0009-OBS003,DERIVED-FROM,,,F8 forward run
E000583,EVT0009,EVT0009-FC02-H12,EVT0009-ENV,DERIVED-FROM,,,forecast forcing
E000584,EVT0009,EVT0009-FC02-H24,EVT0009-OBS003,DERIVED-FROM,,,F8 forward run
E000585,EVT0009,EVT0009-FC02-H24,EVT0009-ENV,DERIVED-FROM,,,forecast forcing
E000586,EVT0009,EVT0009-FC02-H48,EVT0009-OBS003,DERIVED-FROM,,,F8 forward run
E000587,EVT0009,EVT0009-FC02-H48,EVT0009-ENV,DERIVED-FROM,,,forecast forcing
E000588,EVT0009,EVT0009-FC02-H72,EVT0009-OBS003,DERIVED-FROM,,,F8 forward run
E000589,EVT0009,EVT0009-FC02-H72,EVT0009-ENV,DERIVED-FROM,,,forecast forcing
E000590,EVT0010,EVT0010-FC02-H12,EVT0010-OBS002,DERIVED-FROM,,,F8 forward run
E000591,EVT0010,EVT0010-FC02-H12,EVT0010-ENV,DERIVED-FROM,,,forecast forcing
E000592,EVT0010,EVT0010-FC02-H24,EVT0010-OBS002,DERIVED-FROM,,,F8 forward run
E000593,EVT0010,EVT0010-FC02-H24,EVT0010-ENV,DERIVED-FROM,,,forecast forcing
E000594,EVT0010,EVT0010-FC02-H48,EVT0010-OBS002,DERIVED-FROM,,,F8 forward run
E000595,EVT0010,EVT0010-FC02-H48,EVT0010-ENV,DERIVED-FROM,,,forecast forcing
E000596,EVT0010,EVT0010-FC02-H72,EVT0010-OBS002,DERIVED-FROM,,,F8 forward run
E000597,EVT0010,EVT0010-FC02-H72,EVT0010-ENV,DERIVED-FROM,,,forecast forcing
E000598,EVT0011,EVT0011-FC02-H12,EVT0011-OBS002,DERIVED-FROM,,,F8 forward run
E000599,EVT0011,EVT0011-FC02-H12,EVT0011-ENV,DERIVED-FROM,,,forecast forcing
E000600,EVT0011,EVT0011-FC02-H24,EVT0011-OBS002,DERIVED-FROM,,,F8 forward run
E000601,EVT0011,EVT0011-FC02-H24,EVT0011-ENV,DERIVED-FROM,,,forecast forcing
E000602,EVT0011,EVT0011-FC02-H48,EVT0011-OBS002,DERIVED-FROM,,,F8 forward run
E000603,EVT0011,EVT0011-FC02-H48,EVT0011-ENV,DERIVED-FROM,,,forecast forcing
E000604,EVT0011,EVT0011-FC02-H72,EVT0011-OBS002,DERIVED-FROM,,,F8 forward run
E000605,EVT0011,EVT0011-FC02-H72,EVT0011-ENV,DERIVED-FROM,,,forecast forcing
E000606,EVT0012,EVT0012-FC02-H12,EVT0012-OBS002,DERIVED-FROM,,,F8 forward run
E000607,EVT0012,EVT0012-FC02-H12,EVT0012-ENV,DERIVED-FROM,,,forecast forcing
E000608,EVT0012,EVT0012-FC02-H24,EVT0012-OBS002,DERIVED-FROM,,,F8 forward run
E000609,EVT0012,EVT0012-FC02-H24,EVT0012-ENV,DERIVED-FROM,,,forecast forcing
E000610,EVT0012,EVT0012-FC02-H48,EVT0012-OBS002,DERIVED-FROM,,,F8 forward run
E000611,EVT0012,EVT0012-FC02-H48,EVT0012-ENV,DERIVED-FROM,,,forecast forcing
E000612,EVT0012,EVT0012-FC02-H72,EVT0012-OBS002,DERIVED-FROM,,,F8 forward run
E000613,EVT0012,EVT0012-FC02-H72,EVT0012-ENV,DERIVED-FROM,,,forecast forcing
