node_id,event_id,node_type,timestamp,latitude,longitude,confidence,uncertainty,provenance
EVT0008-FC02-H24,EVT0008,FORECAST,2026-01-13T21:10:16Z,37.517593,19.943361,0.6587,2.5126,init:EVT0008-OBS002
EVT0008-FC02-H48,EVT0008,FORECAST,2026-01-14T21:10:16Z,37.78787,19.96283,0.4287,5.2052,init:EVT0008-OBS002
EVT0008-FC02-H72,EVT0008,FORECAST,2026-01-15T21:10:16Z,38.028513,19.925931,0.3098,6.3273,init:EVT0008-OBS002
EVT0009-FC02-H12,EVT0009,FORECAST,2026-01-09T13:11:31Z,38.211156,21.036453,0.7541,2.3583,init:EVT0009-OBS003
EVT0009-FC02-H24,EVT0009,FORECAST,2026-01-10T01:11:31Z,38.370956,20.894447,0.5719,4.6312,init:EVT0009-OBS003
EVT0009-FC02-H48,EVT0009,FORECAST,2026-01-11T01:11:31Z,38.488554,20.724229,0.3954,6.4193,init:EVT0009-OBS003
EVT0009-FC02-H72,EVT0009,FORECAST,2026-01-12T01:11:31Z,38.565815,20.744067,0.2962,6.9985,init:EVT0009-OBS003
EVT0010-FC02-H12,EVT0010,FORECAST,2026-01-09T07:12:39Z,36.965466,21.784851,0.7471,2.4974,init:EVT0010-OBS002
EVT0010-FC02-H24,EVT0010,FORECAST,2026-01-09T19:12:39Z,37.165811,21.831365,0.694,1.7286,init:EVT0010-OBS002
EVT0010-FC02-H48,EVT0010,FORECAST,2026-01-10T19:12:39Z,37.403164,21.729357,0.4729,3.7321,init:EVT0010-OBS002
EVT0010-FC02-H72,EVT0010,FORECAST,2026-01-11T19:12:39Z,37.572158,21.631836,0.3139,6.1304,init:EVT0010-OBS002
EVT0011-FC02-H12,EVT0011,FORECAST,2026-01-10T12:11:50Z,38.119051,19.549204,0.7779,1.8921,init:EVT0011-OBS002
EVT0011-FC02-H24,EVT0011,FORECAST,2026-01-11T00:11:50Z,38.224202,19.493718,0.6636,2.4005,init:EVT0011-OBS002
EVT0011-FC02-H48,EVT0011,FORECAST,2026-01-12T00:11:50Z,38.285549,19.539847,0.4548,4.3184,init:EVT0011-OBS002
EVT0011-FC02-H72,EVT0011,FORECAST,2026-01-13T00:11:50Z,38.49256,19.675113,0.3377,5.0356,init:EVT0011-OBS002
EVT0012-FC02-H12,EVT0012,FORECAST,2026-01-15T08:19:00Z,35.7584,21.874225,0.7665,2.1141,init:EVT0012-OBS002
EVT0012-FC02-H24,EVT0012,FORECAST,2026-01-15T20:19:00Z,35.915816,21.988471,0.6438,2.8554,init:EVT0012-OBS002
EVT0012-FC02-H48,EVT0012,FORECAST,2026-01-16T20:19:00Z,36.192583,22.038315,0.4651,3.9821,init:EVT0012-OBS002
EVT0012-FC02-H72,EVT0012,FORECAST,2026-01-17T20:19:00Z,36.441018,21.977327,0.2932,7.1529,init:EVT0012-OBS002
